,Portfolio,NAME,WEIGHT,FUND_SDG01_ACHIEVE_SIGNAL,FUND_SDG02_ACHIEVE_SIGNAL,FUND_SDG03_ACHIEVE_SIGNAL,FUND_SDG04_ACHIEVE_SIGNAL,FUND_SDG05_ACHIEVE_SIGNAL,FUND_SDG06_ACHIEVE_SIGNAL,FUND_SDG07_ACHIEVE_SIGNAL,FUND_SDG08_ACHIEVE_SIGNAL,FUND_SDG09_ACHIEVE_SIGNAL,FUND_SDG10_ACHIEVE_SIGNAL,FUND_SDG11_ACHIEVE_SIGNAL,FUND_SDG12_ACHIEVE_SIGNAL,FUND_SDG13_ACHIEVE_SIGNAL,FUND_SDG14_ACHIEVE_SIGNAL,FUND_SDG15_ACHIEVE_SIGNAL,FUND_SDG16_ACHIEVE_SIGNAL,FUND_SDG17_ACHIEVE_SIGNAL
11,Electric Vehicle,"MICRON TECHNOLOGY, INC.",0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
12,Electric Vehicle,PLUG POWER INC.,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
13,Electric Vehicle,TEXAS INSTRUMENTS INCORPORATED,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
14,Electric Vehicle,NXP Semiconductors N.V.,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
15,Electric Vehicle,GENERAL MOTORS COMPANY,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
16,Electric Vehicle,"TESLA, INC.",0.13,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
17,Electric Vehicle,APTIV PLC,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
18,Electric Vehicle,Stellantis N.V.,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
19,Electric Vehicle,Ferrari N.V.,0.03,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
20,Electric Vehicle,NIO INC.,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
21,Electric Vehicle,QUANTUMSCAPE CORPORATION,0.04,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
22,Electric Vehicle,Li Auto Inc.,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
23,Electric Vehicle,XPENG INC.,0.04,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
24,Electric Vehicle,CASH,0.015,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Mainland Europe Healthcare,Fresenius Medical Care AG & Co. KGaA,0.14,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Mainland Europe Healthcare,SANOFI SA,0.14,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Mainland Europe Healthcare,IPSEN SA,0.14,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Mainland Europe Healthcare,MERCK Kommanditgesellschaft auf Aktien,0.14,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Mainland Europe Healthcare,Qiagen N.V.,0.14,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Mainland Europe Healthcare,EUROFINS SCIENTIFIC SE,0.14,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Mainland Europe Healthcare,Dermapharm Holding SE,0.14,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Mainland Europe Healthcare,CASH,0.0151,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Resurgent Industrials,CSX Corporation,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Resurgent Industrials,CUMMINS INC.,0.07,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Resurgent Industrials,NORDSON CORPORATION,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Resurgent Industrials,SNAP-ON INCORPORATED,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Resurgent Industrials,UNION PACIFIC CORPORATION,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Resurgent Industrials,3M COMPANY,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Resurgent Industrials,A. O. SMITH CORPORATION,0.07,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Resurgent Industrials,DOVER CORPORATION,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,Resurgent Industrials,EMERSON ELECTRIC CO.,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,Resurgent Industrials,MASCO CORPORATION,0.07,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
10,Resurgent Industrials,"UNITED PARCEL SERVICE, INC.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
11,Resurgent Industrials,"HUNTINGTON INGALLS INDUSTRIES, INC.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
12,Resurgent Industrials,"FORTUNE BRANDS HOME & SECURITY, INC.",0.07,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned
13,Resurgent Industrials,ALLEGION PUBLIC LIMITED COMPANY,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
14,Resurgent Industrials,CARRIER GLOBAL CORPORATION,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
15,Resurgent Industrials,CASH,0.016,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Yummy,THE J. M. SMUCKER COMPANY,0.07,Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Yummy,"DARDEN RESTAURANTS, INC.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Yummy,"CONAGRA BRANDS, INC.",0.07,Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Yummy,CAMPBELL SOUP COMPANY,0.07,Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Yummy,"GENERAL MILLS, INC.",0.07,Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Yummy,MCDONALD'S CORPORATION,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Yummy,KELLOGG COMPANY,0.07,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Yummy,"Mondelez International, Inc.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,Yummy,THE KROGER CO.,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,Yummy,"Pepsico, Inc.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
10,Yummy,STARBUCKS CORPORATION,0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
11,Yummy,"TYSON FOODS, INC.",0.07,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
12,Yummy,THE KRAFT HEINZ COMPANY,0.07,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
13,Yummy,"LAMB WESTON HOLDINGS, INC.",0.07,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
14,Yummy,CASH,0.0144,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Mainland Europe Financials,AXA SA,0.09,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Mainland Europe Financials,SCOR SE,0.09,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Mainland Europe Financials,Deutsche Bank Aktiengesellschaft,0.09,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Mainland Europe Financials,SOCIETE GENERALE SA,0.09,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Mainland Europe Financials,CNP ASSURANCES SA,0.09,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned
5,Mainland Europe Financials,COFACE SA,0.09,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Mainland Europe Financials,EURAZEO SE,0.09,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Mainland Europe Financials,PEUGEOT INVEST SA,0.09,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,Mainland Europe Financials,Wuestenrot & Wuerttembergische AG,0.09,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,Mainland Europe Financials,Deutsche Pfandbriefbank AG,0.09,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
10,Mainland Europe Financials,Talanx AG,0.09,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
11,Mainland Europe Financials,CASH,0.0155,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Stable Aussie Giants,METCASH LIMITED,0.05,Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Stable Aussie Giants,RAMSAY HEALTH CARE LIMITED,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Stable Aussie Giants,BRAMBLES LIMITED,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Stable Aussie Giants,TELSTRA CORPORATION LIMITED,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Stable Aussie Giants,SPARK NEW ZEALAND LIMITED,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Stable Aussie Giants,DOWNER EDI LIMITED,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Stable Aussie Giants,AMPOL LIMITED,0.05,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Stable Aussie Giants,FLETCHER BUILDING LIMITED,0.05,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
8,Stable Aussie Giants,HARVEY NORMAN HOLDINGS LTD,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
9,Stable Aussie Giants,SONIC HEALTHCARE LIMITED,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
10,Stable Aussie Giants,COLES GROUP LIMITED,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
11,Stable Aussie Giants,SEVEN GROUP HOLDINGS LIMITED,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
12,Stable Aussie Giants,AURIZON HOLDINGS LIMITED,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
13,Stable Aussie Giants,STEADFAST GROUP LTD,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
14,Stable Aussie Giants,ORORA LIMITED,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
15,Stable Aussie Giants,APA Group,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
16,Stable Aussie Giants,AMCOR PLC,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
17,Stable Aussie Giants,ENDEAVOUR GROUP LIMITED,0.05,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
18,Stable Aussie Giants,CASH,0.0154,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Stable Singapore Giants,FRASERS PROPERTY LIMITED,0.14,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
1,Stable Singapore Giants,SINGAPORE TELECOMMUNICATIONS LIMITED,0.14,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Stable Singapore Giants,SINGAPORE EXCHANGE LIMITED,0.14,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Stable Singapore Giants,SINGAPORE TECHNOLOGIES ENGINEERING LTD,0.14,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Stable Singapore Giants,Keppel DC REIT,0.14,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
5,Stable Singapore Giants,FRASERS LOGISTICS & COMMERCIAL TRUST,0.14,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
6,Stable Singapore Giants,NETLINK NBN TRUST,0.14,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
7,Stable Singapore Giants,CASH,0.0151,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
0,Stable US Healthcare Giants,"MERCK & CO., INC.",0.09,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
1,Stable US Healthcare Giants,"BECTON, DICKINSON AND COMPANY",0.09,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
2,Stable US Healthcare Giants,AMGEN INC.,0.09,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
3,Stable US Healthcare Giants,ABBOTT LABORATORIES,0.09,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
4,Stable US Healthcare Giants,BRISTOL-MYERS SQUIBB COMPANY,0.09,Not Aligned,Not Aligned,Aligned,Not Aligned,Aligned,Aligned,Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned,Aligned,Not Aligned,Not Aligned,Not Aligned,Not Aligned
